source_file,source_integration,source_integration_code,source_integration_name,source_integration_version,invoke,call_type,target_integration_code,target_version,target_integration_name,resource_uri,adapter_code,application_name,error
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,GetInstanceDetails(i4),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetInstanceDetails,
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,GetInstanceDtls(i13),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetInstanceDtls,
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,GetMetadataInfo(i1),Adapter_Invoke,,,,/FWKINBOUNDINTGMETADATA,TSGTRESTVBCSBO_CONN,GetMetadataInfo,
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,GetSuccessRecordsReport(i6),Adapter_Invoke,,,,,TSGTSOAPERPBIP_CONN,GetSuccessRecordsReport,
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,GetSuccessRecordsReportAttachment(i9),Adapter_Invoke,,,,,TSGTSOAPERPBIP_CONN,GetSuccessRecordsReportAttachment,
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,GetTotalProcesssedCount(i5),Adapter_Invoke,,,,,TSGTSOAPERPBIP_CONN,GetTotalProcesssedCount,
TSGTCMNARERPORCH_SERVICE_01.00.0000.iar.yaml,TSGTCMNARERPORCH_SERVICE|01.00.0000,TSGTCMNARERPORCH_SERVICE,TSGTCmnARErpOrchestratorIbFwk_Service,01.00.0000,MoveFBDIZipFileToEnrichedBucket(i16),Adapter_Invoke,,,,/n/{namespace}/b/{bucketName}/o/{objectName},TSGTOBJECTSTORAG_CONN,MoveFBDIZipFileToEnrichedBucket,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,SendNotification(i9),IntegrationAction,TSGTCMNNOTIFICAT_SERVICE,01.00.0000,TSGTCmnNotificationFwk_Service,/Notify,PRESEEDED_COLLOCATED_CONN_1741,SendNotification,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,UpdateCallbackSuccessStatus(i1),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateCallbackSuccessStatus,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,UpdateInitialLog(i13),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateInitialLog,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,UpdateInstanceErrorLog(i2),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateInstanceErrorLog,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,UpdateTransactionAndInstancesLog(i14),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateTransactionAndInstancesLog,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,GetInboundMetadataFrmBO(i6),Adapter_Invoke,,,,/FWKINBOUNDINTGMETADATA,TSGTRESTVBCSBO_CONN,GetInboundMetadataFrmBO,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,GetTransactionDetail(i8),Adapter_Invoke,,,,/Transactions,TSGTRESTVBCSBO_CONN,GetTransactionDetail,
TSGTCMNERPCALLBACKIBFWK_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPCALLBACKIBFWK_SERVICE|01.00.0000,TSGTCMNERPCALLBACKIBFWK_SERVICE,TSGTCmnErpCallbackIbFwk_Service,01.00.0000,GetTransactionId(i12),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetTransactionId,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,InvokeCommonErrorNotification_6(i21),IntegrationAction,CIF_UTIL_CMN_NOTIFI_SERVIC,01.00.0001,,/notification,PRESEEDED_COLLOCATED_CONN_1741,InvokeCommonErrorNotification_6,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,InvokeDispatcher(i43),IntegrationAction,TSGTCMNERPSFTPDISPOBFWK_SERVICE,01.00.0000,TSGTCmnErpSftpDispatcherObFwk_Service,/dispatcher,PRESEEDED_COLLOCATED_CONN_1741,InvokeDispatcher,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,NotifyFailedReportExtraction(i26),IntegrationAction,TSGTCMNNOTIFICAT_SERVICE,01.00.0000,TSGTCmnNotificationFwk_Service,/Notify,PRESEEDED_COLLOCATED_CONN_1741,NotifyFailedReportExtraction,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,UpdateInitLog(i8),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateInitLog,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,UpdateInstanceBOStatus(i3),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateInstanceBOStatus,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,DeleteFileFromUCM(i2),Adapter_Invoke,,,,,TSGTSOAPORCLGENE_CONN,DeleteFileFromUCM,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetDocument(i0),Adapter_Invoke,,,,,TSGTERPCLOUD_CONN,GetDocument,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetDocumentSoapGeneric(i6),Adapter_Invoke,,,,,TSGTSOAPORCLGENE_CONN,GetDocumentSoapGeneric,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetInstanceCountFromBO(i25),Adapter_Invoke,,,,/Logger/{Logger_Id}/action/getInstanceCount,TSGTRESTVBCSBO_CONN,GetInstanceCountFromBO,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetLastRunDateBIP(i5),Adapter_Invoke,,,,,TSGTSOAPERPBIP_CONN,GetLastRunDateBIP,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetMetadataFromBO(i12),Adapter_Invoke,,,,/FWKOUTBOUNDINTGMETADATA,TSGTRESTVBCSBO_CONN,GetMetadataFromBO,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetTransactionId(i1),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetTransactionId,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetTransactionTypeId(i4),Adapter_Invoke,,,,/Transactions,TSGTRESTVBCSBO_CONN,GetTransactionTypeId,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,GetTransaction_ID(i13),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetTransaction_ID,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,Get_Transaction_Id(i24),Adapter_Invoke,,,,/Transactions,TSGTRESTVBCSBO_CONN,Get_Transaction_Id,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,UpdateLastRunDateInBO(i9),Adapter_Invoke,,,,/FWKOUTBOUNDINTGMETADATA/{id},TSGTRESTVBCSBO_CONN,UpdateLastRunDateInBO,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,UpdateTransactionBO(i7),Adapter_Invoke,,,,/Logger/{Logger_Id}/action/updateTransaction,TSGTRESTVBCSBO_CONN,UpdateTransactionBO,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,UploadDocFileToArchiveBucket(i23),Adapter_Invoke,,,,/n/{nameSpaceName}/b/{bucketName}/o/{objectName},TSGTOBJECTSTORAG_CONN,UploadDocFileToArchiveBucket,
TSGTCMNERPCALLBA_SERVICE_01.02.0000.iar.yaml,TSGTCMNERPCALLBA_SERVICE|01.02.0000,TSGTCMNERPCALLBA_SERVICE,TSGTCmnErpCallbackObFwk_Service,01.02.0000,getnodatafoundFile(i30),Adapter_Invoke,,,,,TSGTSOAPORCLGENE_CONN,getnodatafoundFile,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,InsertintoOBStagetable(i15),IntegrationAction,TSGTCMNERPDISPAT_SERVICE,01.00.0000,TSGTCmnErpDispatcherDataInsertObFwk_Service,/insertOBStage/,PRESEEDED_COLLOCATED_CONN_1741,InsertintoOBStagetable,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,InvokeNotificationService(i13),IntegrationAction,TSGTCMNNOTIFICAT_SERVICE,01.00.0000,TSGTCmnNotificationFwk_Service,/Notify,PRESEEDED_COLLOCATED_CONN_1741,InvokeNotificationService,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,UpdInstanceBOStat(i12),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdInstanceBOStat,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,UpdateInitLog(i2),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateInitLog,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,UpdateInstanceBOStatus(i7),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateInstanceBOStatus,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,UpdateTransactionAndInstanceLog(i4),IntegrationAction,TSGTCMNUPSERTINS_SERVICE,01.00.0000,TSGTCmnUpsertInstanceTransaction_Service,/UpsertInstanceTransaction,PRESEEDED_COLLOCATED_CONN_1741,UpdateTransactionAndInstanceLog,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,ErrorHandler(i11),IntegrationAction,UIC_CMN_ERRORHAN_SERVICE,01.00.0001,,https://prod-axeufspbztar-px.integration.ocp.oraclecloud.com:443/ic/api/integration/v1/flows/rest/UIC_CMN_ERRORHAN_SERVICE/1.0/ErrorHandler,PRESEEDED_COLLOCATED_CONN_1741,ErrorHandler,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,GetFileFromBucket(i14),Adapter_Invoke,,,,/n/{nameSpaceName}/b/{bucketName}/o/{objectName},TSGTOBJECTSTORAG_CONN,GetFileFromBucket,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,GetInstanceCount(i9),Adapter_Invoke,,,,/Logger/{Logger_Id}/action/getInstanceCount,TSGTRESTVBCSBO_CONN,GetInstanceCount,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,GetInstanceDetails(i6),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetInstanceDetails,
TSGTCMNERPDATASY_SERVICE_01.00.0000.iar.yaml,TSGTCMNERPDATASY_SERVICE|01.00.0000,TSGTCMNERPDATASY_SERVICE,TSGTCmnErpDataSyncDispatcherObFwk_Service,01.00.0000,GetInstanceDetailsForReprocess(i10),Adapter_Invoke,,,,/Instances,TSGTRESTVBCSBO_CONN,GetInstanceDetailsForReprocess,
